run_id,status,timestamp_utc,seed,data_size_target,n_train,n_valid,n_test,width_multiplier,filters,parameter_count,epochs_requested,epochs_completed,best_epoch,best_valid_loss,best_valid_mean_dice_ex_bg,test_pixel_accuracy,test_mean_dice_ex_bg,test_blas_mae,test_blas_corr,elapsed_sec,output_dir
n0128_seed48_w1.5,completed,2026-05-16T16:22:34.740537+00:00,48,128,129,93,100,1.5,48x96x192x384x768,17655894,200,147,122,0.2872856089504816,0.6996257609155667,0.9575993347167969,0.7020753550067436,0.1660448127619438,0.6079882448278986,385.338,outputs/scaling_law/runs/n0128_seed48_w1.5
n0192_seed48_w1.5,completed,2026-05-16T16:29:40.180727+00:00,48,192,192,93,100,1.5,48x96x192x384x768,17655894,200,128,103,0.2809726720856082,0.7047093469971863,0.9547036743164062,0.6988485650138732,0.16815975931709495,0.599227998937401,425.31,outputs/scaling_law/runs/n0192_seed48_w1.5
n0256_seed48_w1.5,completed,2026-05-16T16:39:20.098446+00:00,48,256,257,93,100,1.5,48x96x192x384x768,17655894,200,144,119,0.275055613569034,0.7121024744953227,0.9573713684082031,0.7072970083458626,0.1651109920345327,0.6057903471852055,579.762,outputs/scaling_law/runs/n0256_seed48_w1.5
n0320_seed48_w1.5,completed,2026-05-16T16:49:46.154053+00:00,48,320,320,93,100,1.5,48x96x192x384x768,17655894,200,134,109,0.26593677170815005,0.7290894391054545,0.9597715759277343,0.7179616979387581,0.16549146418353403,0.5941354316261386,625.698,outputs/scaling_law/runs/n0320_seed48_w1.5
n0370_seed48_w1.5,completed,2026-05-16T17:01:46.399495+00:00,48,370,371,93,100,1.5,48x96x192x384x768,17655894,200,138,113,0.2630863949175804,0.7290749933204783,0.9590647888183593,0.7195297638530356,0.1563907521863156,0.6372017789819977,720.049,outputs/scaling_law/runs/n0370_seed48_w1.5
n0032_seed49_w1.5,completed,2026-05-16T17:06:56.916745+00:00,49,32,32,93,100,1.5,48x96x192x384x768,17655894,200,200,194,0.43764208465494137,0.49709039053270976,0.9369984436035156,0.4894236185724693,0.20839326924242335,0.5072759758775985,310.343,outputs/scaling_law/runs/n0032_seed49_w1.5
n0064_seed49_w1.5,completed,2026-05-16T17:13:55.220629+00:00,49,64,64,93,100,1.5,48x96x192x384x768,17655894,200,198,173,0.345682414308671,0.6140018952195869,0.9462950134277344,0.6397080449515986,0.19317073121989747,0.5547472640789588,418.161,outputs/scaling_law/runs/n0064_seed49_w1.5
n0128_seed49_w1.5,completed,2026-05-16T17:19:43.267751+00:00,49,128,129,93,100,1.5,48x96x192x384x768,17655894,200,133,108,0.30982353289922077,0.6572329444653218,0.954005126953125,0.6750397499483289,0.1975599387926703,0.48712143242926037,347.866,outputs/scaling_law/runs/n0128_seed49_w1.5
n0192_seed49_w1.5,completed,2026-05-16T17:26:11.347873+00:00,49,192,192,93,100,1.5,48x96x192x384x768,17655894,200,117,92,0.3011145758372481,0.6709505432126666,0.9523524475097657,0.689492542727751,0.2012956838675627,0.5002110112743444,387.94,outputs/scaling_law/runs/n0192_seed49_w1.5
n0256_seed49_w1.5,completed,2026-05-16T17:34:46.966330+00:00,49,256,258,93,100,1.5,48x96x192x384x768,17655894,200,128,103,0.2896968946662,0.6868914363845734,0.9561447143554688,0.7055858570017284,0.16266541867511478,0.5906637408907206,515.459,outputs/scaling_law/runs/n0256_seed49_w1.5
n0320_seed49_w1.5,completed,2026-05-16T17:48:03.434528+00:00,49,320,320,93,100,1.5,48x96x192x384x768,17655894,200,144,119,0.27660651649198226,0.7210804032852286,0.9578373718261719,0.7104985874756307,0.16113193093173142,0.6058234573564315,796.204,outputs/scaling_law/runs/n0320_seed49_w1.5
n0370_seed49_w1.5,completed,2026-05-16T17:58:11.499578+00:00,49,370,371,93,100,1.5,48x96x192x384x768,17655894,200,109,84,0.27861882794287895,0.7188607538608898,0.9554801940917969,0.7028803511186178,0.1654897831749442,0.5931347407475394,607.859,outputs/scaling_law/runs/n0370_seed49_w1.5
n0032_seed50_w1.5,completed,2026-05-16T18:03:40.905386+00:00,50,32,32,93,100,1.5,48x96x192x384x768,17655894,200,200,191,0.434077783297467,0.5099544286226456,0.9387586975097656,0.5093324023855074,0.2052258557873669,0.6060913391379569,329.218,outputs/scaling_law/runs/n0032_seed50_w1.5
n0064_seed50_w1.5,completed,2026-05-16T18:11:50.431329+00:00,50,64,65,93,100,1.5,48x96x192x384x768,17655894,200,200,179,0.316984075051482,0.6494313983464078,0.9509190368652344,0.6846615264241266,0.1851146366659273,0.6119842834700753,489.374,outputs/scaling_law/runs/n0064_seed50_w1.5
n0128_seed50_w1.5,completed,2026-05-16T18:18:15.505355+00:00,50,128,129,93,100,1.5,48x96x192x384x768,17655894,200,140,115,0.289647916952769,0.6873014587517193,0.9572352600097657,0.7099755314233553,0.15362866705941125,0.6572552627270318,384.876,outputs/scaling_law/runs/n0128_seed50_w1.5
n0192_seed50_w1.5,completed,2026-05-16T18:25:57.098275+00:00,50,192,194,93,100,1.5,48x96x192x384x768,17655894,200,139,114,0.2774452781805428,0.7021504506789773,0.9576654052734375,0.7050224446694744,0.16807974155260516,0.5572365283923871,461.463,outputs/scaling_law/runs/n0192_seed50_w1.5
n0256_seed50_w1.5,completed,2026-05-16T18:31:26.935927+00:00,50,256,257,93,100,1.5,48x96x192x384x768,17655894,200,82,57,0.27881090102657197,0.7017282874201612,0.9553153991699219,0.6985881623179483,0.1675548989669865,0.5942645035882759,329.67,outputs/scaling_law/runs/n0256_seed50_w1.5
n0320_seed50_w1.5,completed,2026-05-16T18:39:44.815240+00:00,50,320,321,93,100,1.5,48x96x192x384x768,17655894,200,106,81,0.26987453718339244,0.7159679808388073,0.957413330078125,0.716111153033273,0.1626629048252493,0.6179961030371997,497.723,outputs/scaling_law/runs/n0320_seed50_w1.5
n0370_seed50_w1.5,completed,2026-05-16T18:50:10.740651+00:00,50,370,370,93,100,1.5,48x96x192x384x768,17655894,200,120,95,0.2698123057683309,0.7134584975093098,0.9590550231933593,0.7168307469127783,0.15408851114673147,0.6329826680909756,625.741,outputs/scaling_law/runs/n0370_seed50_w1.5
n0032_seed51_w1.5,completed,2026-05-16T18:55:27.192655+00:00,51,32,32,95,100,1.5,48x96x192x384x768,17655894,200,200,197,0.4171096086502075,0.5028444363829528,0.9455722045898437,0.51459463072466,0.17068282837541637,0.6787488497307382,316.31,outputs/scaling_law/runs/n0032_seed51_w1.5
n0064_seed51_w1.5,completed,2026-05-16T19:01:57.028217+00:00,51,64,68,95,100,1.5,48x96x192x384x768,17655894,200,200,176,0.29173708526711717,0.6962834501718247,0.9537785339355469,0.6813281612525117,0.18032436255846448,0.5709779701433538,389.686,outputs/scaling_law/runs/n0064_seed51_w1.5
n0128_seed51_w1.5,completed,2026-05-16T19:06:50.080037+00:00,51,128,132,95,100,1.5,48x96x192x384x768,17655894,200,110,85,0.3014524403371309,0.6695215224178103,0.953609619140625,0.6779881988599159,0.1764034324736866,0.5970756533132684,292.884,outputs/scaling_law/runs/n0128_seed51_w1.5
n0192_seed51_w1.5,completed,2026-05-16T19:12:09.857618+00:00,51,192,194,95,100,1.5,48x96x192x384x768,17655894,200,96,71,0.2902047513346923,0.6894033205175544,0.9551744079589843,0.6973088458805933,0.16407045286075067,0.6169805218805443,319.643,outputs/scaling_law/runs/n0192_seed51_w1.5
n0256_seed51_w1.5,completed,2026-05-16T19:18:01.429466+00:00,51,256,258,95,100,1.5,48x96x192x384x768,17655894,200,87,62,0.28443902856425235,0.698654305535604,0.9550131225585937,0.6998457992527393,0.1592529308559617,0.6252241491589906,351.416,outputs/scaling_law/runs/n0256_seed51_w1.5
n0320_seed51_w1.5,completed,2026-05-16T19:25:46.522917+00:00,51,320,320,95,100,1.5,48x96x192x384x768,17655894,200,99,74,0.2774927540829307,0.7113027372073568,0.9582659912109375,0.7049459616869814,0.16118216372124705,0.6089946860356796,464.93,outputs/scaling_law/runs/n0320_seed51_w1.5
n0370_seed51_w1.5,completed,2026-05-16T19:33:49.897357+00:00,51,370,369,95,100,1.5,48x96x192x384x768,17655894,200,92,67,0.2835018597151104,0.7035934998601153,0.9525570678710937,0.6962700779600078,0.16540731780118423,0.6249335949639839,483.203,outputs/scaling_law/runs/n0370_seed51_w1.5
